"abra_license"	"dcra_num"	"trade_name"	"abra_class"	"abra_endorsements"	"abra_status"	"dcra_status"	"category"	"dcra_start"	"dcra_exp"	"dcra_issue"	"address"	"city"	"state"	"zip"	"ward"	"anc"	"mpd_dist"	"lat"	"lng"
"ABRA-096001"	"931315000039"	"STUDENTS OF GEORGETOWN INCORPORATED"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-11-01T00:00:00.000Z"	"2016-10-31T00:00:00.000Z"	"2014-11-10T00:00:00.000Z"	"3700 O STREET NW"	"WASHINGTON"	"DC"	"20057"	"2"	"2E"	"SECOND"	"38.906992"	"-77.073252"
"ABRA-096001"	"67001728"	"STUDENTS OF GEORGETOWN INCORPORATED"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-03-06T00:00:00.000Z"	"3700 O STREET NW"	"WASHINGTON"	"DC"	"20057"	"2"	"2E"	"SECOND"	"38.906992"	"-77.073252"
	"65001386"	"SUBWAY"				"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-03-06T00:00:00.000Z"	"1412 GOOD HOPE ROAD SE"	"WASHINGTON"	"DC"	"20020"	"8"	"8A"	"SIXTH"	"38.866867"	"-76.984654"
	"65005865"	"SUBWAY"				"ACTIVE"	"Restaurant"	"2015-10-01T00:00:00.000Z"	"2017-09-30T00:00:00.000Z"	"2015-09-13T00:00:00.000Z"	"2517 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.904097"	"-77.053797"
	"931312000096"	"SUBWAY"				"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-24T00:00:00.000Z"	"550 1ST STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"6C"	"FIRST"	"38.896899"	"-77.012489"
	"67000469"	"SUBWAY "				"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2014-11-26T00:00:00.000Z"	"1712 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903586"	"-77.039461"
	"931313000205"	"SUBWAY RESTAURANT"				"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-04-10T00:00:00.000Z"	"1726 M STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.9054"	"-77.039387"
"ABRA-088557"	"931312000082"	"SUCHI PARA CO"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-089590"	"931312000082"	"SUCHI PARA CO"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-091895"	"931312000082"	"SUCHI PARA CO"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-092190"	"931312000082"	"SUCHI PARA CO"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-092599"	"931312000082"	"SUCHI PARA CO"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-094230"	"931312000082"	"SUCHI PARA CO"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-095042"	"931312000082"	"SUCHI PARA CO"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-095361"	"931312000082"	"SUCHI PARA CO"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-098113"	"931312000082"	"SUCHI PARA CO"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-098591"	"931312000082"	"SUCHI PARA CO"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-098971"	"931312000082"	"SUCHI PARA CO"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-07T00:00:00.000Z"	"4221 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.943807"	"-77.062842"
"ABRA-075284"	"66007454"	"SUDHOUSE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-12-01T00:00:00.000Z"	"2016-11-30T00:00:00.000Z"	"2014-12-12T00:00:00.000Z"	"1340 U STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.916808"	"-77.03118"
"ABRA-087084"	"931315000245"	"SUGAR LLC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-09-22T00:00:00.000Z"	"2121 K STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.902865"	"-77.047238"
"ABRA-098866"	"931315000245"	"SUGAR LLC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-09-22T00:00:00.000Z"	"2121 K STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.902865"	"-77.047238"
"ABRA-092424"	"931312000061"	"SUKI ASIA INC"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-10-08T00:00:00.000Z"	"1730 RHODE ISLAND AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.905939"	"-77.039619"
"ABRA-081469"	"931312000184"	"SULA LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1825 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.914886"	"-77.031548"
"ABRA-081469"	"931312000184"	"SULA LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1825 14TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.914886"	"-77.031548"
"ABRA-000221"	"50006349"	"SULGRAVE CLUB (THE)"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"1801 MASSACHUSETTS AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.909434"	"-77.04204"
"ABRA-000221"	"50006349"	"SULGRAVE CLUB (THE)"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-04T00:00:00.000Z"	"1801 MASSACHUSETTS AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.909434"	"-77.04204"
	"39604215"	"SUMAHS RESTAURANT/CARRY OUT"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-28T00:00:00.000Z"	"1727 7TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.91365"	"-77.021672"
"ABRA-097252"	"931316000112"	"SUNDELY LLC"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-21T00:00:00.000Z"	"1015 18TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.90315"	"-77.041348"
"ABRA-097252"	"931316000112"	"SUNDELY LLC"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-03-21T00:00:00.000Z"	"1015 18TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.90315"	"-77.041348"
"ABRA-091022"	"931313000222"	"SUNFLOWER, INC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-04-24T00:00:00.000Z"	"2524 L STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.90355"	"-77.054324"
	"53003553"	"SUNNY'S CARRY OUT"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-22T00:00:00.000Z"	"3131 RHODE ISLAND AVENUE NE"	"WASHINGTON"	"DC"	"20018"	"5"	"5A"	"FIFTH"	"38.934718"	"-76.963778"
	"69004366"	"SUNNYS CARRY OUT"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-29T00:00:00.000Z"	"1301 GOOD HOPE ROAD SE"	"WASHINGTON"	"DC"	"20020"	"8"	"8A"	"SEVENTH"	"38.866854"	"-76.986975"
	"69004366"	"SUNNYS CARRY OUT"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-29T00:00:00.000Z"	"1301 GOOD HOPE ROAD SE"	"WASHINGTON"	"DC"	"20020"	"8"	"8A"	"SEVENTH"	"38.866854"	"-76.986975"
"ABRA-078027"	"68004070"	"SUNNYSIDE GROUP LLC"	"D"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"303 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.88667"	"-77.001805"
"ABRA-078027"	"68004070"	"SUNNYSIDE GROUP LLC"	"D"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"303 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.88667"	"-77.001805"
	"931315000154"	"SUNRISE CARIBBEAN RESTAURANT LLC."				"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-05-07T00:00:00.000Z"	"5329 GEORGIA AVENUE NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4D"	"FOURTH"	"38.954703"	"-77.027527"
"ABRA-075599"	"71100760"	"SUSHI STORY LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-01-21T00:00:00.000Z"	"4620 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3E"	"SECOND"	"38.950338"	"-77.080922"
	"64000753"	"SWEET MANGO CAFE CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-07-01T00:00:00.000Z"	"2016-06-30T00:00:00.000Z"	"2016-04-08T00:00:00.000Z"	"3701 NEW HAMPSHIRE AVENUE NW"	"WASHINGTON"	"DC"	"20010"	"4"	"4C"	"FOURTH"	"38.936631"	"-77.023773"
	"931313000211"	"SWEETGREEN"				"ACTIVE"	"Restaurant"	"2015-05-01T00:00:00.000Z"	"2017-04-30T00:00:00.000Z"	"2015-04-24T00:00:00.000Z"	"1325 W STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.919333"	"-77.031346"
"ABRA-097642"	"931312000231"	"SWEETGREEN 19TH & L"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-05-18T00:00:00.000Z"	"1901 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.90404"	"-77.043918"
"ABRA-097642"	"931312000231"	"SWEETGREEN 19TH & L"	"D"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1901 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.90404"	"-77.043918"
	"70104259"	"SWEETGREEN CAPITOL HILL, LLC"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-05-10T00:00:00.000Z"	"221 PENNSYLVANIA AVENUE SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.88702"	"-77.0027"
	"931312000311"	"SWEETGREEN DUPONT LLC"				"ACTIVE"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2014-06-27T00:00:00.000Z"	"1512 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.910436"	"-77.044221"
	"931312000311"	"SWEETGREEN DUPONT LLC"				"READY TO RENEW"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"1512 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.910436"	"-77.044221"
	"931313000119"	"SWEETGREEN GLOVER PARK LLC/ACCOUNTS"				"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-11T00:00:00.000Z"	"2200 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20007"	"3"	"3B"	"SECOND"	"38.919186"	"-77.071029"
	"70100995"	"SWEETGREEN LOGAN LLC"				"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"1515 15TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.909972"	"-77.034247"
"ABRA-086726"	"931311003483"	"SWEETGREEN SQUARE 54 LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-07-01T00:00:00.000Z"	"2017-06-30T00:00:00.000Z"	"2015-07-01T00:00:00.000Z"	"2221 I STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.900975"	"-77.04962"
"ABRA-093303"	"931314000211"	"sweetgreen; accounting department"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-05-09T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-094804"	"931314000211"	"sweetgreen; accounting department"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-05-09T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-093303"	"931314000211"	"sweetgreen; accounting department"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-094804"	"931314000211"	"sweetgreen; accounting department"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-11T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
	"70105388"	"SYED WAHID"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-03-28T00:00:00.000Z"	"400 C STREET SW"	"WASHINGTON"	"DC"	"20024"	"6"	"6D"	"FIRST"	"38.885825"	"-77.017996"
	"70105388"	"SYED WAHID"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-03-28T00:00:00.000Z"	"400 C STREET SW"	"WASHINGTON"	"DC"	"20024"	"6"	"6D"	"FIRST"	"38.885825"	"-77.017996"
	"53003415"	"SYLHET, INC."				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-04T00:00:00.000Z"	"5616 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20015"	"3"	"3G"	"SECOND"	"38.965469"	"-77.076269"
"ABRA-093525"	"931314000249"	"SZECHUAN HOUSE LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-07-01T00:00:00.000Z"	"2018-06-30T00:00:00.000Z"	"2016-04-27T00:00:00.000Z"	"515 8TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.882226"	"-76.995334"
"ABRA-092986"	"931313000183"	"T & K CORP"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-03-17T00:00:00.000Z"	"1039 33RD STREET NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.904697"	"-77.065873"
"ABRA-086961"	"931313000195"	"T & L INVESTMENT GROUP LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-04-01T00:00:00.000Z"	"2017-03-31T00:00:00.000Z"	"2015-05-08T00:00:00.000Z"	"2700 NEW YORK AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"5"	"5B"	"FIFTH"	"38.917977"	"-76.9706"
"ABRA-097774"	"931315000221"	"T G CIGARS INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-08-01T00:00:00.000Z"	"2017-07-31T00:00:00.000Z"	"2015-08-07T00:00:00.000Z"	"1118 9TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2C"	"THIRD"	"38.904946"	"-77.024276"
	"931315000108"	"TAB GAH GAO INC"				"ACTIVE"	"Restaurant"	"2015-02-01T00:00:00.000Z"	"2017-01-31T00:00:00.000Z"	"2015-02-26T00:00:00.000Z"	"441 G STREET NW"	"WASHINGTON"	"DC"	"20548"	"2"	"6C"	"FIRST"	"38.899074"	"-77.017549"
"ABRA-089395"	"931313000112"	"TABLE DC LLC"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-11T00:00:00.000Z"	"903 N STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2F"	"THIRD"	"38.907392"	"-77.02435"
"ABRA-090369"	"931312000254"	"TACOS EL CHILANGO (DC), LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-07-01T00:00:00.000Z"	"2016-06-30T00:00:00.000Z"	"2016-04-08T00:00:00.000Z"	"1119 V STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1B"	"THIRD"	"38.918277"	"-77.027852"
"ABRA-075607"	"931315000249"	"Tadich Grill"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-09-30T00:00:00.000Z"	"1001 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.895047"	"-77.026505"
"ABRA-099536"	"50006339"	"TAJ MAHAL ENTERPRISE LTD"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"1327 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.908062"	"-77.042126"
"ABRA-099536"	"50006339"	"TAJ MAHAL ENTERPRISE LTD"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-05T00:00:00.000Z"	"1327 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.908062"	"-77.042126"
"ABRA-093303"	"931314000257"	"TAKOREAN 1212 LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2014-08-08T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-094804"	"931314000257"	"TAKOREAN 1212 LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2014-08-08T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-093303"	"931314000257"	"TAKOREAN 1212 LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-094804"	"931314000257"	"TAKOREAN 1212 LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-08-01T00:00:00.000Z"	"2016-07-31T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"1212 4TH STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6D"	"FIRST"	"38.875744"	"-77.000242"
"ABRA-016129"	"39903403"	"TALAY THAI, INC."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-08-14T00:00:00.000Z"	"406 1ST STREET SE"	"WASHINGTON"	"DC"	"20003"	"6"	"6B"	"FIRST"	"38.884764"	"-77.005568"
	"50002992"	"TAM HOUSE INC"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-05-06T00:00:00.000Z"	"748 6TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"2C"	"FIRST"	"38.899617"	"-77.020202"
"ABRA-089731"	"931312000171"	"TANAD THAI INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-28T00:00:00.000Z"	"4912 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3E"	"SECOND"	"38.953877"	"-77.082633"
"ABRA-089731"	"931312000171"	"TANAD THAI INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-03-28T00:00:00.000Z"	"4912 WISCONSIN AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3E"	"SECOND"	"38.953877"	"-77.082633"
"ABRA-019105"	"39301493"	"TAPAS Y MAS INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"480 7TH STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"6C"	"FIRST"	"38.895925"	"-77.022162"
"ABRA-088476"	"68004790"	"TAQUERIA DISTRITO FEDERAL II INC"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-07-01T00:00:00.000Z"	"2018-06-30T00:00:00.000Z"	"2016-05-10T00:00:00.000Z"	"805 KENNEDY STREET NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4D"	"FOURTH"	"38.956467"	"-77.024444"
	"65003642"	"TAQUERIA DISTRITO FEDERAL INC"				"ACTIVE"	"Restaurant"	"2015-07-01T00:00:00.000Z"	"2017-06-30T00:00:00.000Z"	"2015-09-09T00:00:00.000Z"	"3463 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"FOURTH"	"38.934042"	"-77.032473"
"ABRA-078941"	"68004210"	"TARA THAI SPRING VALLEY INC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-07-01T00:00:00.000Z"	"2016-06-30T00:00:00.000Z"	"2016-04-08T00:00:00.000Z"	"4849 MASSACHUSETTS AVENUE NW"	"WASHINGTON"	"DC"	"20016"	"3"	"3E"	"SECOND"	"38.945767"	"-77.095743"
"ABRA-078895"	"68001113"	"TARGET CORPORATION"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-02-05T00:00:00.000Z"	"3100 14TH STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.929301"	"-77.032984"
